sector,entityid,entityName,plantid,balancing_authority_code,balancing.authority.name,status,latitude,longitude,gen_cap,operating.year.month
ipp-non-chp,60404,"Constellation Solar Arizona 2, LLC",63554,WALC,Western Area Power Administration - Desert Southwest Region,OP,34.9843,-114.5565,10,2016-10
commercial-non-chp,57369,"Apple, Inc",64404,SRP,Salt River Project,OP,33.347,-111.602,4.6,2020-03
ipp-non-chp,61944,Goldman Sachs Renewable Power Group,64580,TEPC,Tucson Electric Power Company,OP,32.24817,-111.2611,3,2013-12
electric-utility,16534,Sacramento Municipal Util Dist,529,BANC,Balancing Authority of Northern California,OP,38.340015,-121.113861,2,1984-08
ipp-non-chp,60246,"Sunray Energy 2, LLC",10437,CISO,California Independent System Operator,OP,34.863356,-116.827627,20,2017-06
ipp-non-chp,60247,Sunray Energy 3 LLC,10438,CISO,California Independent System Operator,OP,34.863356,-116.827627,13.8,2017-06
commercial-chp,16625,San Diego State University,50061,CISO,California Independent System Operator,OP,32.778225,-117.070114,0.8,2009-09
ipp-non-chp,55961,CalRenew-1 LLC,56768,CISO,California Independent System Operator,OP,36.7575,-120.3658,5,2010-04
ipp-non-chp,56028,MMA Fresno Power LP,56813,CISO,California Independent System Operator,OP,36.809841,-119.741665,1,2007-12
ipp-non-chp,56027,MMA LA Power LP,56814,CISO,California Independent System Operator,OP,34.040278,-118.148056,1,2008-05
ipp-non-chp,56105,MMA WBF Power LP,56862,CISO,California Independent System Operator,OP,34.5644,-117.6933,1.2,2008-11
ipp-non-chp,57170,"EDF Renewable Asset Holdings, Inc.",56875,BANC,Balancing Authority of Northern California,OP,38.44979,-121.16469,1,2008-08
commercial-non-chp,56113,MMA GDC Power LP,56909,CISO,California Independent System Operator,OP,36.7839,-119.7094,1.2,2008-10
ipp-non-chp,56167,"Imperial Valley Solar, LLC",56917,CISO,California Independent System Operator,OP,32.671099,-115.587265,199.9,2013-11
ipp-non-chp,59399,NRG Solar Blythe,56939,CISO,California Independent System Operator,OP,33.5917,-114.7444,21,2009-12
electric-utility,17609,Southern California Edison Co,56996,CISO,California Independent System Operator,OP,33.985244,-117.700826,1,2009-12
ipp-non-chp,56294,SunE WG113 Moreno Valley LLC,57004,CISO,California Independent System Operator,OP,33.8672,-117.23,1,2007-09
ipp-non-chp,56431,SunE U6 Holdings LLC,57005,CISO,California Independent System Operator,OP,38.40008,-121.96366,1,2008-11
ipp-non-chp,56296,SunE WG45 Woodland LLC,57006,CISO,California Independent System Operator,OP,38.674894,-121.713362,1,2007-08
ipp-non-chp,56297,SunE CPA CDC2 LLC,57007,CISO,California Independent System Operator,OP,33.567268,-114.917979,1,2008-05
ipp-non-chp,56431,SunE U6 Holdings LLC,57008,CISO,California Independent System Operator,OP,34.2089,-119.13,1,2009-10
ipp-non-chp,56300,SunE KHL55 San Bernardino LLC,57009,CISO,California Independent System Operator,OP,34.094695,-117.266831,1,2007-11
ipp-non-chp,56434,SunE M5 Holdings LLC,57010,CISO,California Independent System Operator,OP,38.232108,-122.092706,1,2008-12
ipp-non-chp,56302,SunE CPA CDC1 LLC,57011,CISO,California Independent System Operator,OP,33.565329,-114.903629,1,2006-06
ipp-non-chp,56434,SunE M5 Holdings LLC,57012,CISO,California Independent System Operator,OP,34.5975,-117.2,1,2009-03
electric-utility,14328,Pacific Gas & Electric Co.,57041,CISO,California Independent System Operator,OP,38.4106,-121.9264,2,2009-12
electric-utility,17609,Southern California Edison Co,57217,CISO,California Independent System Operator,OP,34.094279,-117.400113,1,2011-03
electric-utility,17609,Southern California Edison Co,57219,CISO,California Independent System Operator,OP,34.086276,-117.230571,2.5,2012-11
electric-utility,17609,Southern California Edison Co,57220,CISO,California Independent System Operator,OP,34.041389,-117.573055,2,2011-08
electric-utility,17609,Southern California Edison Co,57221,CISO,California Independent System Operator,OP,34.086111,-117.2275,2.5,2012-11
electric-utility,17609,Southern California Edison Co,57222,CISO,California Independent System Operator,OP,34.041944,-117.565,2,2011-08
electric-utility,17609,Southern California Edison Co,57223,CISO,California Independent System Operator,OP,34.042778,-117.571666,1,2011-08
electric-utility,17609,Southern California Edison Co,57224,CISO,California Independent System Operator,OP,34.075,-117.516944,1.5,2013-01
electric-utility,17609,Southern California Edison Co,57225,CISO,California Independent System Operator,OP,34.075833,-117.241388,3.5,2015-02
electric-utility,17609,Southern California Edison Co,57226,CISO,California Independent System Operator,OP,34.042222,-117.561666,0.5,2011-08
electric-utility,17609,Southern California Edison Co,57227,CISO,California Independent System Operator,OP,34.083499,-117.23557,3.5,2015-02
electric-utility,17609,Southern California Edison Co,57229,CISO,California Independent System Operator,OP,34.079167,-117.516666,3.5,2013-01
electric-utility,17609,Southern California Edison Co,57230,CISO,California Independent System Operator,OP,34.085556,-117.233611,1.5,2015-02
electric-utility,17609,Southern California Edison Co,57231,CISO,California Independent System Operator,OP,34.072778,-117.503333,3.5,2015-01
electric-utility,17609,Southern California Edison Co,57232,CISO,California Independent System Operator,OP,34.083333,-117.516388,1.5,2012-11
electric-utility,17609,Southern California Edison Co,57236,CISO,California Independent System Operator,OP,34.080833,-117.520277,2.5,2013-01
electric-utility,17609,Southern California Edison Co,57237,CISO,California Independent System Operator,OP,34.08,-117.2114,2,2011-08
electric-utility,17609,Southern California Edison Co,57245,CISO,California Independent System Operator,OP,34.131214,-117.425324,6,2015-02
electric-utility,17609,Southern California Edison Co,57246,CISO,California Independent System Operator,OP,34.131111,-117.421666,2,2015-02
electric-utility,17609,Southern California Edison Co,57247,CISO,California Independent System Operator,OP,34.094167,-117.274166,3.5,2015-02
commercial-non-chp,56618,Victor Valley Community College District,57254,CISO,California Independent System Operator,OP,34.48017,-117.257938,1,2010-06
ipp-non-chp,59397,NRG Solar Alpine,57295,CISO,California Independent System Operator,OP,34.7892,-118.5047,66,2013-02
electric-utility,11208,Los Angeles Department of Water & Power,57305,LDWP,Los Angeles Department of Water and Power,OP,34.550833,-117.435277,10,2012-06
electric-utility,11208,Los Angeles Department of Water & Power,57306,LDWP,Los Angeles Department of Water and Power,OP,35.229635,-118.1957,8.5,2013-03
electric-utility,11208,Los Angeles Department of Water & Power,57308,LDWP,Los Angeles Department of Water and Power,OP,34.319722,-118.430833,2.2,2017-04
commercial-non-chp,11208,Los Angeles Department of Water & Power,57309,LDWP,Los Angeles Department of Water and Power,OP,33.7331,-118.27722,1.1,2010-09
commercial-non-chp,57320,Konoike Pacific,57310,LDWP,Los Angeles Department of Water and Power,OP,33.794283,-118.241405,1.3,2011-03
commercial-non-chp,11208,Los Angeles Department of Water & Power,57311,LDWP,Los Angeles Department of Water and Power,OP,34.1283,-118.206903,1,2013-02
commercial-non-chp,57275,Metropolitan Transportation Authority,57313,LDWP,Los Angeles Department of Water and Power,OP,34.0578,-118.229722,1.2,2005-04
commercial-non-chp,57276,Los Angeles Community College District,57314,LDWP,Los Angeles Department of Water and Power,OP,33.783102,-118.28493,1.2,2010-10
ipp-non-chp,56769,Consolidated Edison Development Inc.,57340,CISO,California Independent System Operator,OP,36.627,-120.879,140,2018-01
ipp-non-chp,56700,Avenal Solar Holdings LLC,57359,CISO,California Independent System Operator,OP,35.989722,-120.11,6,2011-08
ipp-non-chp,56700,Avenal Solar Holdings LLC,57360,CISO,California Independent System Operator,OP,35.983056,-120.110277,20,2011-08
ipp-non-chp,56700,Avenal Solar Holdings LLC,57361,CISO,California Independent System Operator,OP,35.982778,-120.110277,19,2011-08
ipp-non-chp,56722,AV Solar Ranch 1 LLC,57378,CISO,California Independent System Operator,OP,34.780278,-118.42444,253,2014-08
commercial-non-chp,56751,Yolo County of,57422,CISO,California Independent System Operator,OP,38.659722,-121.7294,1,2010-12
ipp-non-chp,56762,"NRG Renew Operation & Maintenance, LLC",57439,CISO,California Independent System Operator,OP,35.323739,-119.91663,249.8,2013-10
electric-utility,17609,Southern California Edison Co,57441,CISO,California Independent System Operator,OP,36.028056,-119.074722,5,2012-11
ipp-non-chp,57271,NRG Solar Borrego I,57455,CISO,California Independent System Operator,OP,33.298889,-116.35083,26,2013-02
ipp-non-chp,56819,CSOLAR IV South LLC,57490,CISO,California Independent System Operator,OP,32.663289,-115.658284,128.9,2013-11
ipp-non-chp,57260,CSOLAR IV West LLC,57491,CISO,California Independent System Operator,OP,32.772225,-115.779311,148.7,2016-04
electric-utility,14328,Pacific Gas & Electric Co.,57497,CISO,California Independent System Operator,OP,36.531389,-120.106944,20,2011-09
electric-utility,14328,Pacific Gas & Electric Co.,57498,CISO,California Independent System Operator,OP,36.400278,-120.103333,15,2011-09
electric-utility,14328,Pacific Gas & Electric Co.,57499,CISO,California Independent System Operator,OP,36.378726,-120.124898,15,2011-08
ipp-non-chp,56827,FRV SI Transport Solar LP,57506,CISO,California Independent System Operator,OP,38.4869,-121.3911,1,2010-08
electric-utility,14328,Pacific Gas & Electric Co.,57521,CISO,California Independent System Operator,OP,36.530278,-120.316111,10,2012-06
electric-utility,14328,Pacific Gas & Electric Co.,57522,CISO,California Independent System Operator,OP,36.425085,-120.343543,20,2012-06
electric-utility,14328,Pacific Gas & Electric Co.,57523,CISO,California Independent System Operator,OP,36.181389,-120.030555,20,2012-06
electric-utility,17609,Southern California Edison Co,57534,CISO,California Independent System Operator,OP,34.031667,-117.571944,1.5,2015-02
electric-utility,17609,Southern California Edison Co,57535,CISO,California Independent System Operator,OP,34.0325,-117.569166,1,2015-01
electric-utility,17609,Southern California Edison Co,57540,CISO,California Independent System Operator,OP,33.839167,-117.220833,8,2015-02
ipp-non-chp,56902,"RE SFCity1, LP",57559,CISO,California Independent System Operator,OP,37.750894,-122.481758,4.5,2010-09
electric-utility,17573,South San Joaquin Irr District,57579,CISO,California Independent System Operator,OP,37.8583,-120.8917,1.3,2008-05
ipp-chp,56917,Broadridge Customer Communications,57580,CISO,California Independent System Operator,OP,38.6183,-121.0564,0.8,2011-12
ipp-non-chp,56980,"Regulus Solar, LLC",57650,CISO,California Independent System Operator,OP,35.3,-118.851944,60,2014-11
ipp-non-chp,17650,Southern Power Co,57651,CISO,California Independent System Operator,OP,35.102778,-118.954444,20,2014-05
commercial-non-chp,56982,Kern Community College District,57655,CISO,California Independent System Operator,OP,35.411817,-118.96864,1.1,2010-11
ipp-non-chp,56984,"Temescal Canyon RV, LLC",57656,CISO,California Independent System Operator,OP,33.826389,-117.511667,1.5,2011-05
ipp-non-chp,56995,"Sacramento PV Energy, LLC",57669,BANC,Balancing Authority of Northern California,OP,38.364722,-121.41278,17,2011-12
ipp-non-chp,56995,"Sacramento PV Energy, LLC",57670,BANC,Balancing Authority of Northern California,OP,38.253056,-121.278888,2.9,2011-12
ipp-non-chp,56995,"Sacramento PV Energy, LLC",57671,BANC,Balancing Authority of Northern California,OP,38.237778,-121.3375,2.9,2011-12
ipp-non-chp,57006,"SunE GIL1, LLC",57682,CISO,California Independent System Operator,OP,36.9408,-120.1572,1.2,2009-09
ipp-non-chp,57007,"SunE WF3-ST Holdings, LLC",57683,CISO,California Independent System Operator,OP,33.881667,-118.0175,1.1,2009-03
ipp-non-chp,59874,Topaz Solar Farms LLC,57695,CISO,California Independent System Operator,OP,35.405556,-120.068611,585.9,2013-04
ipp-non-chp,60281,"Altus Power America Management, LLC",57697,CISO,California Independent System Operator,OP,38.613508,-121.162879,3,2009-12
ipp-non-chp,60281,"Altus Power America Management, LLC",57698,CISO,California Independent System Operator,OP,38.6086,-121.1703,2.7,2010-06
ipp-non-chp,57170,"EDF Renewable Asset Holdings, Inc.",57708,CISO,California Independent System Operator,OP,34.938261,-118.334492,110,2012-12
ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,57722,CISO,California Independent System Operator,OP,33.909722,-116.5625,4,2012-10
ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,57743,CISO,California Independent System Operator,OP,33.924167,-116.593333,2.5,2012-04
ipp-non-chp,56995,"Sacramento PV Energy, LLC",57753,BANC,Balancing Authority of Northern California,OP,38.338868,-121.431342,1,2011-12
commercial-non-chp,57073,"Solar Star California XV, LLC",57764,CISO,California Independent System Operator,OP,35.68771,-117.68137,11.1,2012-09
commercial-non-chp,58315,SSA Solar of CA 2 LLC,57773,CISO,California Independent System Operator,OP,33.661667,-114.651667,1.2,2009-08
ipp-non-chp,57354,X-Elio North America Inc,57777,BANC,Balancing Authority of Northern California,OP,38.468611,-121.181944,3,2012-01
ipp-non-chp,57354,X-Elio North America Inc,57778,BANC,Balancing Authority of Northern California,OP,38.365053,-121.381101,5,2012-01
ipp-non-chp,57354,X-Elio North America Inc,57779,BANC,Balancing Authority of Northern California,OP,38.466111,-121.177778,3,2012-01
ipp-non-chp,57354,X-Elio North America Inc,57780,BANC,Balancing Authority of Northern California,OP,38.365053,-121.381101,5,2012-02
ipp-non-chp,57354,X-Elio North America Inc,57781,BANC,Balancing Authority of Northern California,OP,38.461944,-121.180278,3,2012-01
ipp-non-chp,57354,X-Elio North America Inc,57782,BANC,Balancing Authority of Northern California,OP,38.365053,-121.381101,5,2012-02
ipp-non-chp,57354,X-Elio North America Inc,57783,BANC,Balancing Authority of Northern California,OP,38.3475,-121.412777,5,2012-01
ipp-non-chp,57354,X-Elio North America Inc,57784,BANC,Balancing Authority of Northern California,OP,38.3475,-121.412777,5,2012-02
ipp-non-chp,57354,X-Elio North America Inc,57785,BANC,Balancing Authority of Northern California,OP,38.3475,-121.412777,5,2012-02
ipp-non-chp,57104,Golden Springs Development Company LLC,57796,CISO,California Independent System Operator,OP,33.914167,-118.053611,1.2,2012-02
ipp-non-chp,57104,Golden Springs Development Company LLC,57797,CISO,California Independent System Operator,OP,33.911944,-118.052222,1.3,2012-03
ipp-non-chp,57354,X-Elio North America Inc,57806,BANC,Balancing Authority of Northern California,OP,38.461944,-121.180278,0.4,2012-01
ipp-non-chp,57354,X-Elio North America Inc,57816,BANC,Balancing Authority of Northern California,OP,38.302594,-121.295819,5,2012-11
ipp-non-chp,57354,X-Elio North America Inc,57817,BANC,Balancing Authority of Northern California,OP,38.302594,-121.295819,5,2012-11
ipp-non-chp,57354,X-Elio North America Inc,57818,BANC,Balancing Authority of Northern California,OP,38.302594,-121.295819,5,2012-11
ipp-non-chp,57354,X-Elio North America Inc,57819,BANC,Balancing Authority of Northern California,OP,38.302594,-121.295819,5,2012-11
ipp-non-chp,57354,X-Elio North America Inc,57820,BANC,Balancing Authority of Northern California,OP,38.302594,-121.295819,5,2012-11
ipp-non-chp,57354,X-Elio North America Inc,57821,BANC,Balancing Authority of Northern California,OP,38.302594,-121.295819,5,2012-11
commercial-non-chp,58661,"Sustainable Power Group, LLC",57827,CISO,California Independent System Operator,OP,36.538056,-119.426388,1,2011-11
ipp-non-chp,57154,Heliocentric LLC,57831,CISO,California Independent System Operator,OP,34.65434,-117.971004,1.5,2012-03
ipp-non-chp,57159,L-8 Solar Project LLC,57836,CISO,California Independent System Operator,OP,34.654347,-117.973103,1.5,2012-05
ipp-non-chp,59139,SunEdison LLC,57840,CISO,California Independent System Operator,OP,32.791667,-117.095277,1.1,2011-12
ipp-non-chp,59139,SunEdison LLC,57841,CISO,California Independent System Operator,OP,33.921667,-118.124444,1.1,2011-09
ipp-non-chp,57177,SEAI Elk Grove LLC,57849,BANC,Balancing Authority of Northern California,OP,38.282021,-121.464676,3,2012-09
ipp-non-chp,57177,SEAI Elk Grove LLC,57850,BANC,Balancing Authority of Northern California,OP,38.28357,-121.461264,1,2012-09
commercial-non-chp,56918,University of California San Diego,57856,CISO,California Independent System Operator,OP,32.874379,-117.238927,1.2,2008-12
electric-utility,57194,City of Industry,57860,CISO,California Independent System Operator,OP,34.008661,-117.845603,1.5,2012-04
commercial-non-chp,57213,Castle Rock Cooling,57870,CISO,California Independent System Operator,OP,35.801111,-119.110556,1,2010-09
commercial-non-chp,11208,Los Angeles Department of Water & Power,57871,LDWP,Los Angeles Department of Water and Power,OP,34.026944,-118.224167,1,2012-03
electric-utility,14328,Pacific Gas & Electric Co.,57891,CISO,California Independent System Operator,OP,36.163889,-119.650556,20,2013-08
electric-utility,14328,Pacific Gas & Electric Co.,57892,CISO,California Independent System Operator,OP,36.176389,-120.114167,20,2013-06
commercial-non-chp,57262,Kern County Water Agency,57895,CISO,California Independent System Operator,OP,35.402778,-119.038611,1.1,2009-01
electric-utility,17609,Southern California Edison Co,57900,CISO,California Independent System Operator,OP,34.081111,-117.228056,5,2015-02
ipp-non-chp,57273,SS San Antonio West LLC,57904,CISO,California Independent System Operator,OP,33.965617,-117.659059,1.5,2012-08
ipp-non-chp,58101,Solar Star California II LLC,57933,BANC,Balancing Authority of Northern California,OP,38.516389,-121.47528,2,2012-08
ipp-non-chp,49893,Invenergy Services LLC,57959,CISO,California Independent System Operator,OP,33.27055,-116.34805,6.3,2014-11
commercial-non-chp,57345,Butte-Glenn Community College District,57970,CISO,California Independent System Operator,OP,39.648056,-121.644167,3.5,2011-07
ipp-non-chp,57354,X-Elio North America Inc,57982,CISO,California Independent System Operator,OP,35.670278,-120.566944,1.1,2010-12
ipp-non-chp,58289,"NextEra Energy Desert Sunlight 300, LLC",57993,CISO,California Independent System Operator,OP,33.823056,-115.393889,313.7,2013-11
ipp-non-chp,56769,Consolidated Edison Development Inc.,58002,CISO,California Independent System Operator,OP,35.9025,-119.442778,20,2012-12
ipp-non-chp,56769,Consolidated Edison Development Inc.,58003,CISO,California Independent System Operator,OP,35.898333,-119.435278,50,2012-12
commercial-non-chp,57389,IKEA Property Inc,58028,CISO,California Independent System Operator,OP,34.975278,-118.946944,1.5,2011-04
ipp-non-chp,57405,NLH1 Solar LLC,58034,CISO,California Independent System Operator,OP,35.647295,-119.716512,1.5,2012-11
ipp-non-chp,60898,Axium US Solar Holdings LLC,58039,CISO,California Independent System Operator,OP,37.734167,-120.995556,25,2012-12
industrial-non-chp,57435,MillerCoors Irwindale Brewery,58056,CISO,California Independent System Operator,OP,34.121667,-117.938333,2.5,2015-03
ipp-non-chp,57439,Imperial Valley Solar Company 1 LLC,58062,IID,Imperial Irrigation District,OP,33.245833,-115.496667,23,2012-06
ipp-non-chp,57354,X-Elio North America Inc,58073,CISO,California Independent System Operator,OP,34.618861,-117.939444,2,2012-05
ipp-non-chp,57354,X-Elio North America Inc,58074,CISO,California Independent System Operator,OP,34.174167,-116.152778,2,2012-06
ipp-non-chp,59622,"Ahana Renewables, LLC",58076,CISO,California Independent System Operator,OP,34.9077,-117.9206,3,2011-12
ipp-non-chp,60947,Tesla Inc.,58086,BANC,Balancing Authority of Northern California,OP,38.645119,-121.172999,1,2010-07
ipp-non-chp,57354,X-Elio North America Inc,58118,CISO,California Independent System Operator,OP,36.678611,-119.7975,1.5,2012-12
ipp-non-chp,57497,Golden State Energy LLC,58119,BANC,Balancing Authority of Northern California,OP,38.515,-121.398333,3,2010-12
ipp-non-chp,58111,RE Kansas South LLC,58148,CISO,California Independent System Operator,OP,36.226111,-119.834167,20,2013-06
ipp-non-chp,58112,TA-High Desert LLC,58149,CISO,California Independent System Operator,OP,34.708889,-118.304722,20,2013-03
commercial-chp,58104,California State University at Fullerton,58169,CISO,California Independent System Operator,OP,33.880638,-117.88656,4.3,2012-01
commercial-non-chp,58140,San Bernardino Comm College Dist,58170,CISO,California Independent System Operator,OP,34.043056,-117.098889,1.3,2012-06
ipp-non-chp,57354,X-Elio North America Inc,58202,CISO,California Independent System Operator,OP,34.51231,-117.47753,20,2013-12
ipp-non-chp,56751,Yolo County of,58204,CISO,California Independent System Operator,OP,38.500278,-121.694167,2.5,2013-07
electric-utility,14328,Pacific Gas & Electric Co.,58206,CISO,California Independent System Operator,OP,36.142222,-120.1325,10,2013-05
ipp-non-chp,56751,Yolo County of,58217,CISO,California Independent System Operator,OP,38.500278,-121.694167,2.5,2013-07
ipp-non-chp,58197,Newberry Solar 1 LLC,58226,CISO,California Independent System Operator,OP,34.853581,-116.683108,1.5,2013-12
ipp-non-chp,58198,"Highlander Solar 2, LLC",58227,CISO,California Independent System Operator,OP,34.192222,-116.090278,9,2013-06
commercial-non-chp,58661,"Sustainable Power Group, LLC",58232,CISO,California Independent System Operator,OP,33.767222,-117.0175,1,2012-09
ipp-non-chp,58211,"Highlander Solar 1, LLC",58234,CISO,California Independent System Operator,OP,34.171944,-116.1525,12,2013-06
commercial-non-chp,58661,"Sustainable Power Group, LLC",58244,CISO,California Independent System Operator,OP,33.719722,-117.009722,1,2012-09
commercial-non-chp,57276,Los Angeles Community College District,58248,LDWP,Los Angeles Department of Water and Power,OP,34.183611,-118.574722,1.9,2013-01
commercial-non-chp,59553,VA Sepulveda Ambulatory Care Center,58249,LDWP,Los Angeles Department of Water and Power,OP,34.248889,-118.483333,3.5,2014-10
commercial-non-chp,61247,"CBS Broadcasting, Inc.",58253,LDWP,Los Angeles Department of Water and Power,OP,34.075,-118.36,1.6,2013-07
ipp-non-chp,58238,Enfinity NorCal 1 FAA LLC,58261,BANC,Balancing Authority of Northern California,OP,38.559533,-121.257556,1,2012-12
ipp-non-chp,59455,"Venable Solar, LLC",58289,CISO,California Independent System Operator,OP,33.598889,-114.571667,1.5,2015-04
ipp-non-chp,59455,"Venable Solar, LLC",58290,CISO,California Independent System Operator,OP,33.597222,-114.571667,1.5,2015-04
ipp-non-chp,58269,Tulare PV II LLC,58304,CISO,California Independent System Operator,OP,36.505278,-119.540278,3.7,2013-12
ipp-non-chp,58268,Tulare PV I LLC,58306,CISO,California Independent System Operator,OP,36.2675,-119.128581,3.5,2014-02
ipp-non-chp,58268,Tulare PV I LLC,58307,CISO,California Independent System Operator,OP,36.3875,-119.255,3.5,2014-01
ipp-non-chp,58268,Tulare PV I LLC,58308,CISO,California Independent System Operator,OP,36.211944,-119.133889,4,2014-01
ipp-non-chp,58268,Tulare PV I LLC,58309,CISO,California Independent System Operator,OP,36.102778,-119.039722,3.5,2014-01
ipp-non-chp,58309,Radiance Solar LLC,58354,CISO,California Independent System Operator,OP,34.665556,-118.288056,1.5,2013-07
ipp-non-chp,58309,Radiance Solar LLC,58355,CISO,California Independent System Operator,OP,34.665556,-118.286944,1.5,2013-07
ipp-non-chp,58355,SPS Atwell Island LLC,58366,CISO,California Independent System Operator,OP,35.895,-119.510833,20.2,2013-03
ipp-non-chp,58358,Light Beam Power Co LLC,58370,CISO,California Independent System Operator,OP,39.373333,-121.684167,1,2013-03
ipp-non-chp,58358,Light Beam Power Co LLC,58371,CISO,California Independent System Operator,OP,39.373333,-121.681667,2.5,2013-04
ipp-non-chp,56769,Consolidated Edison Development Inc.,58373,CISO,California Independent System Operator,OP,35.871389,-119.4625,20,2013-07
ipp-non-chp,56769,Consolidated Edison Development Inc.,58374,CISO,California Independent System Operator,OP,36.138333,-119.573333,20,2013-08
ipp-non-chp,58363,Oakley Solar Project LLC,58376,CISO,California Independent System Operator,OP,38.001667,-121.747778,1.5,2013-06
ipp-non-chp,59873,"Solar Star California XIX, LLC",58388,CISO,California Independent System Operator,OP,34.8181,-118.4036,318,2015-06
ipp-non-chp,59872,"Solar Star California XX, LLC",58389,CISO,California Independent System Operator,OP,34.848611,-118.352778,279,2014-03
ipp-non-chp,60898,Axium US Solar Holdings LLC,58398,IID,Imperial Irrigation District,OP,32.7125,-115.540556,10.9,2014-05
ipp-non-chp,58413,Lone Valley Solar Park I LLC,58417,CISO,California Independent System Operator,OP,34.398059,-116.865517,10,2014-12
ipp-non-chp,58661,"Sustainable Power Group, LLC",58418,CISO,California Independent System Operator,OP,34.501111,-117.466667,5,2015-06
ipp-non-chp,58661,"Sustainable Power Group, LLC",58419,CISO,California Independent System Operator,OP,34.497778,-117.471111,5,2015-06
commercial-chp,58416,"California State University, Northridge",58422,LDWP,Los Angeles Department of Water and Power,OP,34.243333,-118.530556,0.6,2005-04
ipp-non-chp,58427,Centinela Solar Energy LLC,58430,CISO,California Independent System Operator,OP,32.686944,-115.647778,174.8,2013-07
ipp-non-chp,58440,CD US Solar MT 2 LLC,58445,CISO,California Independent System Operator,OP,34.655,-118.051111,2,2013-08
ipp-non-chp,58440,CD US Solar MT 2 LLC,58446,CISO,California Independent System Operator,OP,34.650556,-118.051944,1.5,2013-08
ipp-non-chp,58440,CD US Solar MT 2 LLC,58447,CISO,California Independent System Operator,OP,34.647778,-118.061111,4,2013-09
ipp-non-chp,58440,CD US Solar MT 2 LLC,58448,CISO,California Independent System Operator,OP,34.509167,-117.154444,1,2013-07
ipp-non-chp,58440,CD US Solar MT 2 LLC,58449,CISO,California Independent System Operator,OP,34.643889,-118.163056,4,2014-01
ipp-non-chp,58440,CD US Solar MT 2 LLC,58450,CISO,California Independent System Operator,OP,34.668889,-118.061389,1.5,2013-07
ipp-non-chp,58440,CD US Solar MT 2 LLC,58451,CISO,California Independent System Operator,OP,34.695278,-118.0625,1.5,2013-10
ipp-non-chp,58440,CD US Solar MT 2 LLC,58452,CISO,California Independent System Operator,OP,34.708889,-118.274167,1.5,2013-10
ipp-non-chp,58440,CD US Solar MT 2 LLC,58454,CISO,California Independent System Operator,OP,34.600833,-117.642222,2,2013-08
ipp-non-chp,58451,"McCoy Solar, LLC",58462,CISO,California Independent System Operator,OP,33.694722,-114.739722,270.6,2016-03
ipp-non-chp,17650,Southern Power Co,58467,CISO,California Independent System Operator,OP,32.753333,-115.726389,147.4,2013-10
ipp-non-chp,57354,X-Elio North America Inc,58498,CISO,California Independent System Operator,OP,34.9,-118.246944,20,2014-01
ipp-non-chp,57354,X-Elio North America Inc,58499,CISO,California Independent System Operator,OP,34.900278,-118.238333,20,2014-01
ipp-non-chp,57354,X-Elio North America Inc,58500,CISO,California Independent System Operator,OP,35.00745,-118.16451,5,2013-12
ipp-non-chp,57354,X-Elio North America Inc,58502,CISO,California Independent System Operator,OP,35.024722,-118.164167,10,2014-01
ipp-non-chp,58486,Chuckawalla Solar LLC,58506,CISO,California Independent System Operator,OP,33.568333,-114.918056,4,2012-06
ipp-non-chp,58135,Ecos Energy LLC,58508,CISO,California Independent System Operator,OP,38.136389,-121.148889,1.5,2014-02
ipp-non-chp,58135,Ecos Energy LLC,58509,CISO,California Independent System Operator,OP,35.55795,-120.68287,1.5,2014-04
ipp-non-chp,58135,Ecos Energy LLC,58510,CISO,California Independent System Operator,OP,38.12139,-121.14122,1,2014-04
ipp-non-chp,58490,Ironwood Solar LLC,58513,CISO,California Independent System Operator,OP,33.565,-114.918056,4,2012-04
ipp-non-chp,57365,Consolidated Edison Solutions Inc,58514,CISO,California Independent System Operator,OP,33.923056,-116.53,2.3,2013-12
ipp-non-chp,59622,"Ahana Renewables, LLC",58522,CISO,California Independent System Operator,OP,36.941111,-120.046667,1,2011-10
ipp-chp,58500,City of Hayward,58525,CISO,California Independent System Operator,OP,37.633526,-122.139717,1,2010-11
industrial-non-chp,58501,Five Crowns Inc,58527,IID,Imperial Irrigation District,OP,32.967222,-115.5325,1,2011-12
ipp-non-chp,58503,Garnet Solar Generation Station I LLC,58528,CISO,California Independent System Operator,OP,33.8906,-116.5431,4,2014-12
ipp-non-chp,58290,"NextEra Energy Desert Sunlight 250, LLC",58542,CISO,California Independent System Operator,OP,33.8055,-115.3947,249.7,2013-12
ipp-non-chp,58518,NRG Solar Community 1 LLC,58545,IID,Imperial Irrigation District,OP,32.982778,-115.481944,5.7,2014-06
ipp-non-chp,58537,Fresh Air Energy IV LLC,58578,CISO,California Independent System Operator,OP,37.889753,-120.528723,1.5,2013-12
ipp-non-chp,58540,California PV Energy LLC,58581,CISO,California Independent System Operator,OP,34.043889,-117.531111,1,2013-12
ipp-non-chp,58540,California PV Energy LLC,58582,CISO,California Independent System Operator,OP,34.05,-117.596111,1.5,2013-12
industrial-chp,58544,Sierra Nevada Brewing Co,58585,CISO,California Independent System Operator,OP,39.724167,-121.815278,1.7,2007-09
ipp-non-chp,58546,Cascade Solar LLC,58590,CISO,California Independent System Operator,OP,34.157222,-116.234444,18.5,2014-01
